case_id,user_uuid,kp_position,kp_type,probe_class,question_type,evidence_condition,checkpoint_index,checkpoint_event_index,age_sessions,perturbation_label
memtraceb-348492a7-kp0091-a45c4-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,current,present,4,48,45,item_stale
memtraceb-348492a7-kp0091-a45c4-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,historical,present,4,48,45,retrieval_error
memtraceb-348492a7-kp0091-a45c4-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,trajectory,present,4,48,45,granularity_error
memtraceb-348492a7-kp0091-a45c4-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,conflict_distractor,current,contradicted,4,48,45,item_conflict
memtraceb-348492a7-kp0091-a55c5-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,current,present,5,58,55,item_stale
memtraceb-348492a7-kp0091-a55c5-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,historical,present,5,58,55,retrieval_error
memtraceb-348492a7-kp0091-a55c5-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,trajectory,present,5,58,55,granularity_error
memtraceb-348492a7-kp0091-a55c5-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,conflict_distractor,current,contradicted,5,58,55,item_conflict
memtraceb-348492a7-kp0091-a65c6-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,current,present,6,68,65,item_stale
memtraceb-348492a7-kp0091-a65c6-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,historical,present,6,68,65,retrieval_error
memtraceb-348492a7-kp0091-a65c6-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,trajectory,present,6,68,65,granularity_error
memtraceb-348492a7-kp0091-a65c6-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,conflict_distractor,current,contradicted,6,68,65,item_conflict
memtraceb-348492a7-kp0091-a75c7-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,current,present,7,78,75,item_stale
memtraceb-348492a7-kp0091-a75c7-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,historical,present,7,78,75,retrieval_error
memtraceb-348492a7-kp0091-a75c7-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,dynamic,trajectory,present,7,78,75,granularity_error
memtraceb-348492a7-kp0091-a75c7-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,91,dynamic,conflict_distractor,current,contradicted,7,78,75,item_conflict
memtraceb-348492a7-kp0280-a2c2-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,280,preference,preference,current,present,2,28,2,
memtraceb-348492a7-kp0280-a12c3-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,280,preference,preference,current,present,3,38,12,
memtraceb-348492a7-kp0280-a22c4-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,280,preference,preference,current,present,4,48,22,
memtraceb-348492a7-kp0280-a32c5-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,280,preference,preference,current,present,5,58,32,
memtraceb-348492a7-kp0280-a42c6-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,280,preference,preference,current,present,6,68,42,
memtraceb-348492a7-kp0280-a52c7-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,280,preference,preference,current,present,7,78,52,
memtraceb-348492a7-kp0332-a5c3-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,current,present,3,38,5,item_stale
memtraceb-348492a7-kp0332-a5c3-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,historical,present,3,38,5,retrieval_error
memtraceb-348492a7-kp0332-a5c3-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,trajectory,present,3,38,5,granularity_error
memtraceb-348492a7-kp0332-a5c3-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,conflict_distractor,current,contradicted,3,38,5,item_conflict
memtraceb-348492a7-kp0332-a15c4-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,current,present,4,48,15,item_stale
memtraceb-348492a7-kp0332-a15c4-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,historical,present,4,48,15,retrieval_error
memtraceb-348492a7-kp0332-a15c4-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,trajectory,present,4,48,15,granularity_error
memtraceb-348492a7-kp0332-a15c4-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,conflict_distractor,current,contradicted,4,48,15,item_conflict
memtraceb-348492a7-kp0332-a25c5-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,current,present,5,58,25,item_stale
memtraceb-348492a7-kp0332-a25c5-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,historical,present,5,58,25,retrieval_error
memtraceb-348492a7-kp0332-a25c5-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,trajectory,present,5,58,25,granularity_error
memtraceb-348492a7-kp0332-a25c5-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,conflict_distractor,current,contradicted,5,58,25,item_conflict
memtraceb-348492a7-kp0332-a35c6-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,current,present,6,68,35,item_stale
memtraceb-348492a7-kp0332-a35c6-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,historical,present,6,68,35,retrieval_error
memtraceb-348492a7-kp0332-a35c6-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,trajectory,present,6,68,35,granularity_error
memtraceb-348492a7-kp0332-a35c6-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,conflict_distractor,current,contradicted,6,68,35,item_conflict
memtraceb-348492a7-kp0332-a45c7-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,current,present,7,78,45,item_stale
memtraceb-348492a7-kp0332-a45c7-historical-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,historical,present,7,78,45,retrieval_error
memtraceb-348492a7-kp0332-a45c7-trajectory-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,dynamic,trajectory,present,7,78,45,granularity_error
memtraceb-348492a7-kp0332-a45c7-current-contradicted,348492a7-cfe4-ee1d-73c3-c276d6ba8277,332,dynamic,conflict_distractor,current,contradicted,7,78,45,item_conflict
memtraceb-348492a7-kp0393-a8c4-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,393,static,static,current,present,4,48,8,
memtraceb-348492a7-kp0393-a18c5-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,393,static,static,current,present,5,58,18,
memtraceb-348492a7-kp0393-a28c6-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,393,static,static,current,present,6,68,28,
memtraceb-348492a7-kp0393-a38c7-current-present,348492a7-cfe4-ee1d-73c3-c276d6ba8277,393,static,static,current,present,7,78,38,
memtraceb-348492a7-bdmoviepreference-a8c0-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-348492a7-bdmoviepreference-a18c1-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,1,18,18,safety_error
memtraceb-348492a7-bdmoviepreference-a28c2-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,2,28,28,safety_error
memtraceb-348492a7-bdmoviepreference-a38c3-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,3,38,38,safety_error
memtraceb-348492a7-bdmoviepreference-a48c4-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,4,48,48,safety_error
memtraceb-348492a7-bdmoviepreference-a58c5-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,5,58,58,safety_error
memtraceb-348492a7-bdmoviepreference-a68c6-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,6,68,68,safety_error
memtraceb-348492a7-bdmoviepreference-a78c7-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,7,78,78,safety_error
memtraceb-348492a7-bdreadingpreference-a8c0-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-348492a7-bdreadingpreference-a18c1-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,1,18,18,safety_error
memtraceb-348492a7-bdreadingpreference-a28c2-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,2,28,28,safety_error
memtraceb-348492a7-bdreadingpreference-a38c3-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,3,38,38,safety_error
memtraceb-348492a7-bdreadingpreference-a48c4-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,4,48,48,safety_error
memtraceb-348492a7-bdreadingpreference-a58c5-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,5,58,58,safety_error
memtraceb-348492a7-bdreadingpreference-a68c6-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,6,68,68,safety_error
memtraceb-348492a7-bdreadingpreference-a78c7-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,7,78,78,safety_error
memtraceb-348492a7-bdsportspreference-a8c0-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,0,8,8,safety_error
memtraceb-348492a7-bdsportspreference-a18c1-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,1,18,18,safety_error
memtraceb-348492a7-bdsportspreference-a28c2-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,2,28,28,safety_error
memtraceb-348492a7-bdsportspreference-a38c3-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,3,38,38,safety_error
memtraceb-348492a7-bdsportspreference-a48c4-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,4,48,48,safety_error
memtraceb-348492a7-bdsportspreference-a58c5-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,5,58,58,safety_error
memtraceb-348492a7-bdsportspreference-a68c6-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,6,68,68,safety_error
memtraceb-348492a7-bdsportspreference-a78c7-current-missing,348492a7-cfe4-ee1d-73c3-c276d6ba8277,,boundary,boundary_distractor,current,missing,7,78,78,safety_error
memtraceb-42f702e3-kp0000-a7c0-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,0,7,7,
memtraceb-42f702e3-kp0000-a16c1-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,1,16,16,
memtraceb-42f702e3-kp0000-a25c2-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,2,25,25,
memtraceb-42f702e3-kp0000-a34c3-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,3,34,34,
memtraceb-42f702e3-kp0000-a42c4-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,4,42,42,
memtraceb-42f702e3-kp0000-a51c5-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,5,51,51,
memtraceb-42f702e3-kp0000-a60c6-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,6,60,60,
memtraceb-42f702e3-kp0000-a69c7-current-present,42f702e3-750c-1acc-9101-051f1f75991e,0,static,static,current,present,7,69,69,
memtraceb-42f702e3-kp0026-a5c0-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,0,7,5,
memtraceb-42f702e3-kp0026-a14c1-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,1,16,14,
memtraceb-42f702e3-kp0026-a23c2-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,2,25,23,
memtraceb-42f702e3-kp0026-a32c3-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,3,34,32,
memtraceb-42f702e3-kp0026-a40c4-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,4,42,40,
memtraceb-42f702e3-kp0026-a49c5-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,5,51,49,
memtraceb-42f702e3-kp0026-a58c6-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,6,60,58,
memtraceb-42f702e3-kp0026-a67c7-current-present,42f702e3-750c-1acc-9101-051f1f75991e,26,preference,preference,current,present,7,69,67,
memtraceb-42f702e3-kp0058-a4c0-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,0,7,4,item_stale
memtraceb-42f702e3-kp0058-a4c0-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,0,7,4,retrieval_error
memtraceb-42f702e3-kp0058-a4c0-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,0,7,4,granularity_error
memtraceb-42f702e3-kp0058-a4c0-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,0,7,4,item_conflict
memtraceb-42f702e3-kp0058-a13c1-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,1,16,13,item_stale
memtraceb-42f702e3-kp0058-a13c1-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,1,16,13,retrieval_error
memtraceb-42f702e3-kp0058-a13c1-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,1,16,13,granularity_error
memtraceb-42f702e3-kp0058-a13c1-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,1,16,13,item_conflict
memtraceb-42f702e3-kp0058-a22c2-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,2,25,22,item_stale
memtraceb-42f702e3-kp0058-a22c2-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,2,25,22,retrieval_error
memtraceb-42f702e3-kp0058-a22c2-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,2,25,22,granularity_error
memtraceb-42f702e3-kp0058-a22c2-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,2,25,22,item_conflict
memtraceb-42f702e3-kp0058-a31c3-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,3,34,31,item_stale
memtraceb-42f702e3-kp0058-a31c3-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,3,34,31,retrieval_error
memtraceb-42f702e3-kp0058-a31c3-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,3,34,31,granularity_error
memtraceb-42f702e3-kp0058-a31c3-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,3,34,31,item_conflict
memtraceb-42f702e3-kp0058-a39c4-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,4,42,39,item_stale
memtraceb-42f702e3-kp0058-a39c4-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,4,42,39,retrieval_error
memtraceb-42f702e3-kp0058-a39c4-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,4,42,39,granularity_error
memtraceb-42f702e3-kp0058-a39c4-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,4,42,39,item_conflict
memtraceb-42f702e3-kp0058-a48c5-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,5,51,48,item_stale
memtraceb-42f702e3-kp0058-a48c5-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,5,51,48,retrieval_error
memtraceb-42f702e3-kp0058-a48c5-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,5,51,48,granularity_error
memtraceb-42f702e3-kp0058-a48c5-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,5,51,48,item_conflict
memtraceb-42f702e3-kp0058-a57c6-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,6,60,57,item_stale
memtraceb-42f702e3-kp0058-a57c6-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,6,60,57,retrieval_error
memtraceb-42f702e3-kp0058-a57c6-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,6,60,57,granularity_error
memtraceb-42f702e3-kp0058-a57c6-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,6,60,57,item_conflict
memtraceb-42f702e3-kp0058-a66c7-current-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,current,present,7,69,66,item_stale
memtraceb-42f702e3-kp0058-a66c7-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,historical,present,7,69,66,retrieval_error
memtraceb-42f702e3-kp0058-a66c7-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,dynamic,trajectory,present,7,69,66,granularity_error
memtraceb-42f702e3-kp0058-a66c7-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,58,dynamic,conflict_distractor,current,contradicted,7,69,66,item_conflict
memtraceb-42f702e3-kp0227-a1c2-current-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,current,present,2,25,1,item_stale
memtraceb-42f702e3-kp0227-a1c2-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,historical,present,2,25,1,retrieval_error
memtraceb-42f702e3-kp0227-a1c2-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,trajectory,present,2,25,1,granularity_error
memtraceb-42f702e3-kp0227-a1c2-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,conflict_distractor,current,contradicted,2,25,1,item_conflict
memtraceb-42f702e3-kp0227-a10c3-current-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,current,present,3,34,10,item_stale
memtraceb-42f702e3-kp0227-a10c3-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,historical,present,3,34,10,retrieval_error
memtraceb-42f702e3-kp0227-a10c3-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,trajectory,present,3,34,10,granularity_error
memtraceb-42f702e3-kp0227-a10c3-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,conflict_distractor,current,contradicted,3,34,10,item_conflict
memtraceb-42f702e3-kp0227-a18c4-current-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,current,present,4,42,18,item_stale
memtraceb-42f702e3-kp0227-a18c4-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,historical,present,4,42,18,retrieval_error
memtraceb-42f702e3-kp0227-a18c4-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,trajectory,present,4,42,18,granularity_error
memtraceb-42f702e3-kp0227-a18c4-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,conflict_distractor,current,contradicted,4,42,18,item_conflict
memtraceb-42f702e3-kp0227-a27c5-current-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,current,present,5,51,27,item_stale
memtraceb-42f702e3-kp0227-a27c5-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,historical,present,5,51,27,retrieval_error
memtraceb-42f702e3-kp0227-a27c5-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,trajectory,present,5,51,27,granularity_error
memtraceb-42f702e3-kp0227-a27c5-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,conflict_distractor,current,contradicted,5,51,27,item_conflict
memtraceb-42f702e3-kp0227-a36c6-current-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,current,present,6,60,36,item_stale
memtraceb-42f702e3-kp0227-a36c6-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,historical,present,6,60,36,retrieval_error
memtraceb-42f702e3-kp0227-a36c6-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,trajectory,present,6,60,36,granularity_error
memtraceb-42f702e3-kp0227-a36c6-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,conflict_distractor,current,contradicted,6,60,36,item_conflict
memtraceb-42f702e3-kp0227-a45c7-current-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,current,present,7,69,45,item_stale
memtraceb-42f702e3-kp0227-a45c7-historical-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,historical,present,7,69,45,retrieval_error
memtraceb-42f702e3-kp0227-a45c7-trajectory-present,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,dynamic,trajectory,present,7,69,45,granularity_error
memtraceb-42f702e3-kp0227-a45c7-current-contradicted,42f702e3-750c-1acc-9101-051f1f75991e,227,dynamic,conflict_distractor,current,contradicted,7,69,45,item_conflict
memtraceb-42f702e3-kp0266-a6c3-current-present,42f702e3-750c-1acc-9101-051f1f75991e,266,preference,preference,current,present,3,34,6,
memtraceb-42f702e3-kp0266-a14c4-current-present,42f702e3-750c-1acc-9101-051f1f75991e,266,preference,preference,current,present,4,42,14,
memtraceb-42f702e3-kp0266-a23c5-current-present,42f702e3-750c-1acc-9101-051f1f75991e,266,preference,preference,current,present,5,51,23,
memtraceb-42f702e3-kp0266-a32c6-current-present,42f702e3-750c-1acc-9101-051f1f75991e,266,preference,preference,current,present,6,60,32,
memtraceb-42f702e3-kp0266-a41c7-current-present,42f702e3-750c-1acc-9101-051f1f75991e,266,preference,preference,current,present,7,69,41,
memtraceb-42f702e3-kp0337-a6c4-current-present,42f702e3-750c-1acc-9101-051f1f75991e,337,static,static,current,present,4,42,6,
memtraceb-42f702e3-kp0337-a15c5-current-present,42f702e3-750c-1acc-9101-051f1f75991e,337,static,static,current,present,5,51,15,
memtraceb-42f702e3-kp0337-a24c6-current-present,42f702e3-750c-1acc-9101-051f1f75991e,337,static,static,current,present,6,60,24,
memtraceb-42f702e3-kp0337-a33c7-current-present,42f702e3-750c-1acc-9101-051f1f75991e,337,static,static,current,present,7,69,33,
memtraceb-42f702e3-bdclothingpreference-a7c0-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-42f702e3-bdclothingpreference-a16c1-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,1,16,16,safety_error
memtraceb-42f702e3-bdclothingpreference-a25c2-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,2,25,25,safety_error
memtraceb-42f702e3-bdclothingpreference-a34c3-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,3,34,34,safety_error
memtraceb-42f702e3-bdclothingpreference-a42c4-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,4,42,42,safety_error
memtraceb-42f702e3-bdclothingpreference-a51c5-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,5,51,51,safety_error
memtraceb-42f702e3-bdclothingpreference-a60c6-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,6,60,60,safety_error
memtraceb-42f702e3-bdclothingpreference-a69c7-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,7,69,69,safety_error
memtraceb-42f702e3-bdgamepreference-a7c0-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-42f702e3-bdgamepreference-a16c1-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,1,16,16,safety_error
memtraceb-42f702e3-bdgamepreference-a25c2-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,2,25,25,safety_error
memtraceb-42f702e3-bdgamepreference-a34c3-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,3,34,34,safety_error
memtraceb-42f702e3-bdgamepreference-a42c4-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,4,42,42,safety_error
memtraceb-42f702e3-bdgamepreference-a51c5-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,5,51,51,safety_error
memtraceb-42f702e3-bdgamepreference-a60c6-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,6,60,60,safety_error
memtraceb-42f702e3-bdgamepreference-a69c7-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,7,69,69,safety_error
memtraceb-42f702e3-bdmoviepreference-a7c0-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,0,7,7,safety_error
memtraceb-42f702e3-bdmoviepreference-a16c1-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,1,16,16,safety_error
memtraceb-42f702e3-bdmoviepreference-a25c2-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,2,25,25,safety_error
memtraceb-42f702e3-bdmoviepreference-a34c3-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,3,34,34,safety_error
memtraceb-42f702e3-bdmoviepreference-a42c4-current-missing,42f702e3-750c-1acc-9101-051f1f75991e,,boundary,boundary_distractor,current,missing,4,42,42,safety_error
